xy,danger,danger_rank,center,위도,경도
"['126.77460204846275', '37.52415280589783', '126.77630344960129', '37.52333527690587']",53.46,4,"[37.52374404140185, 126.77545274903201]",37.52374404140185,126.77545274903201
"['126.77636348610234', '37.52329730606918', '126.77847264309753', '37.523921627715815']",62.04,4,"[37.523609466892495, 126.77741806459994]",37.523609466892495,126.77741806459994
"['126.77984690086947', '37.524175261720096', '126.77759062308894', '37.52429765082817']",9.1,4,"[37.52423645627413, 126.7787187619792]",37.52423645627413,126.7787187619792
"['126.77851610987439', '37.52450319784428', '126.77768476683737', '37.52508621274069']",10.15,4,"[37.524794705292486, 126.77810043835588]",37.524794705292486,126.77810043835588
"['126.77759062308894', '37.52429765082817', '126.77557640870567', '37.524299120819485']",45.03,4,"[37.524298385823826, 126.7765835158973]",37.524298385823826,126.7765835158973
"['126.77460204846275', '37.52415280589783', '126.77630344960129', '37.52333527690587']",48.23,4,"[37.52374404140185, 126.77545274903201]",37.52374404140185,126.77545274903201
"['126.77636348610234', '37.52329730606918', '126.77847264309753', '37.523921627715815']",62.04,4,"[37.523609466892495, 126.77741806459994]",37.523609466892495,126.77741806459994
"['126.77006671537319', '37.5242513060599', '126.76780351742548', '37.524233035499755']",10.52,3,"[37.52424217077983, 126.76893511639933]",37.52424217077983,126.76893511639933
"['126.77006671537319', '37.5242513060599', '126.76780351742548', '37.524233035499755']",10.52,4,"[37.52424217077983, 126.76893511639933]",37.52424217077983,126.76893511639933
"['126.77006671537319', '37.5242513060599', '126.76780351742548', '37.524233035499755']",10.52,4,"[37.52424217077983, 126.76893511639933]",37.52424217077983,126.76893511639933
"['126.77006671537319', '37.5242513060599', '126.76780351742548', '37.524233035499755']",10.52,4,"[37.52424217077983, 126.76893511639933]",37.52424217077983,126.76893511639933
"['126.821546548869', '37.52338141814131', '126.823774152696', '37.52370035356793']",8.87,3,"[37.52354088585462, 126.8226603507825]",37.52354088585462,126.8226603507825
"['126.80394472400613', '37.521264146155595', '126.80670090988532', '37.521382251407694']",9.14,3,"[37.521323198781644, 126.80532281694573]",37.521323198781644,126.80532281694573
"['126.81117967362495', '37.521899997314456', '126.8134073542322', '37.52221834819065']",12.69,4,"[37.52205917275255, 126.81229351392858]",37.52205917275255,126.81229351392858
"['126.8016865678214', '37.52137076330605', '126.80394472400613', '37.521264146155595']",13.02,4,"[37.52131745473082, 126.80281564591377]",37.52131745473082,126.80281564591377
"['126.79050578957121', '37.522756585595026', '126.79274032202235', '37.52247022691069']",14.22,4,"[37.52261340625286, 126.79162305579678]",37.52261340625286,126.79162305579678
"['126.79497460285201', '37.52218266216854', '126.7972090948708', '37.52189618615809']",17.51,4,"[37.52203942416331, 126.79609184886141]",37.52203942416331,126.79609184886141
"['126.80670090988532', '37.521382251407694', '126.8089426369446', '37.52162953016864']",25.0,4,"[37.52150589078816, 126.80782177341496]",37.52150589078816,126.80782177341496
"['126.79944437674605', '37.521613678439394', '126.8016865678214', '37.52137076330605']",57.57,4,"[37.52149222087272, 126.80056547228372]",37.52149222087272,126.80056547228372
"['126.78256215482934', '37.523750744926474', '126.78480047030376', '37.5234838767711']",5.44,3,"[37.52361731084879, 126.78368131256656]",37.52361731084879,126.78368131256656
"['126.82990924181685', '37.52465445868558', '126.83212242493197', '37.52503189287003']",5.95,3,"[37.524843175777804, 126.83101583337441]",37.524843175777804,126.83101583337441
"['126.823774152696', '37.52370035356793', '126.8259996797335', '37.52402832055648']",6.32,3,"[37.52386433706221, 126.82488691621475]",37.52386433706221,126.82488691621475
"['126.821546548869', '37.52338141814131', '126.823774152696', '37.52370035356793']",8.87,3,"[37.52354088585462, 126.8226603507825]",37.52354088585462,126.8226603507825
"['126.80394472400613', '37.521264146155595', '126.80670090988532', '37.521382251407694']",9.14,3,"[37.521323198781644, 126.80532281694573]",37.521323198781644,126.80532281694573
"['126.81117967362495', '37.521899997314456', '126.8134073542322', '37.52221834819065']",12.69,4,"[37.52205917275255, 126.81229351392858]",37.52205917275255,126.81229351392858
"['126.8016865678214', '37.52137076330605', '126.80394472400613', '37.521264146155595']",13.02,4,"[37.52131745473082, 126.80281564591377]",37.52131745473082,126.80281564591377
"['126.79050578957121', '37.522756585595026', '126.79274032202235', '37.52247022691069']",14.22,4,"[37.52261340625286, 126.79162305579678]",37.52261340625286,126.79162305579678
"['126.79497460285201', '37.52218266216854', '126.7972090948708', '37.52189618615809']",17.51,4,"[37.52203942416331, 126.79609184886141]",37.52203942416331,126.79609184886141
"['126.80670090988532', '37.521382251407694', '126.8089426369446', '37.52162953016864']",25.0,4,"[37.52150589078816, 126.80782177341496]",37.52150589078816,126.80782177341496
"['126.79944437674605', '37.521613678439394', '126.8016865678214', '37.52137076330605']",57.57,4,"[37.52149222087272, 126.80056547228372]",37.52149222087272,126.80056547228372
"['126.821546548869', '37.52338141814131', '126.823774152696', '37.52370035356793']",8.87,3,"[37.52354088585462, 126.8226603507825]",37.52354088585462,126.8226603507825
"['126.80394472400613', '37.521264146155595', '126.80670090988532', '37.521382251407694']",9.14,3,"[37.521323198781644, 126.80532281694573]",37.521323198781644,126.80532281694573
"['126.81117967362495', '37.521899997314456', '126.8134073542322', '37.52221834819065']",12.69,4,"[37.52205917275255, 126.81229351392858]",37.52205917275255,126.81229351392858
"['126.8016865678214', '37.52137076330605', '126.80394472400613', '37.521264146155595']",13.02,4,"[37.52131745473082, 126.80281564591377]",37.52131745473082,126.80281564591377
"['126.79050578957121', '37.522756585595026', '126.79274032202235', '37.52247022691069']",14.22,4,"[37.52261340625286, 126.79162305579678]",37.52261340625286,126.79162305579678
"['126.79497460285201', '37.52218266216854', '126.7972090948708', '37.52189618615809']",17.51,4,"[37.52203942416331, 126.79609184886141]",37.52203942416331,126.79609184886141
"['126.80670090988532', '37.521382251407694', '126.8089426369446', '37.52162953016864']",25.0,4,"[37.52150589078816, 126.80782177341496]",37.52150589078816,126.80782177341496
"['126.79944437674605', '37.521613678439394', '126.8016865678214', '37.52137076330605']",57.57,4,"[37.52149222087272, 126.80056547228372]",37.52149222087272,126.80056547228372
"['126.78256215482934', '37.523750744926474', '126.78480047030376', '37.5234838767711']",5.44,3,"[37.52361731084879, 126.78368131256656]",37.52361731084879,126.78368131256656
"['126.82990924181685', '37.52465445868558', '126.83212242493197', '37.52503189287003']",5.95,3,"[37.524843175777804, 126.83101583337441]",37.524843175777804,126.83101583337441
"['126.823774152696', '37.52370035356793', '126.8259996797335', '37.52402832055648']",6.32,3,"[37.52386433706221, 126.82488691621475]",37.52386433706221,126.82488691621475
"['126.821546548869', '37.52338141814131', '126.823774152696', '37.52370035356793']",8.87,4,"[37.52354088585462, 126.8226603507825]",37.52354088585462,126.8226603507825
"['126.80394472400613', '37.521264146155595', '126.80670090988532', '37.521382251407694']",9.14,4,"[37.521323198781644, 126.80532281694573]",37.521323198781644,126.80532281694573
"['126.81117967362495', '37.521899997314456', '126.8134073542322', '37.52221834819065']",12.69,4,"[37.52205917275255, 126.81229351392858]",37.52205917275255,126.81229351392858
"['126.8016865678214', '37.52137076330605', '126.80394472400613', '37.521264146155595']",13.02,4,"[37.52131745473082, 126.80281564591377]",37.52131745473082,126.80281564591377
"['126.79050578957121', '37.522756585595026', '126.79274032202235', '37.52247022691069']",14.22,4,"[37.52261340625286, 126.79162305579678]",37.52261340625286,126.79162305579678
"['126.79497460285201', '37.52218266216854', '126.7972090948708', '37.52189618615809']",17.51,4,"[37.52203942416331, 126.79609184886141]",37.52203942416331,126.79609184886141
"['126.80670090988532', '37.521382251407694', '126.8089426369446', '37.52162953016864']",25.0,4,"[37.52150589078816, 126.80782177341496]",37.52150589078816,126.80782177341496
"['126.79944437674605', '37.521613678439394', '126.8016865678214', '37.52137076330605']",57.57,4,"[37.52149222087272, 126.80056547228372]",37.52149222087272,126.80056547228372
"['126.71994429747319', '37.5237776505738', '126.72220735775012', '37.52380300156921']",11.84,3,"[37.523790326071506, 126.72107582761166]",37.523790326071506,126.72107582761166
"['126.7228718369778', '37.52427777239122', '126.7221520482373', '37.52460849335064']",17.48,4,"[37.52444313287093, 126.72251194260755]",37.52444313287093,126.72251194260755
"['126.7221520482373', '37.52460849335064', '126.71994264265194', '37.52380664982964']",27.36,4,"[37.52420757159014, 126.72104734544462]",37.52420757159014,126.72104734544462
"['126.72209148529171', '37.52304296295513', '126.72467836063068', '37.52382246239421']",61.21,4,"[37.52343271267467, 126.7233849229612]",37.52343271267467,126.7233849229612
"['126.71994429747319', '37.5237776505738', '126.72209148529171', '37.52304296295513']",225.32,4,"[37.52341030676446, 126.72101789138244]",37.52341030676446,126.72101789138244
"['126.72220735775012', '37.52380300156921', '126.72467836063068', '37.52382246239421']",5.5,3,"[37.52381273198171, 126.7234428591904]",37.52381273198171,126.7234428591904
"['126.71994429747319', '37.5237776505738', '126.72220735775012', '37.52380300156921']",11.84,4,"[37.523790326071506, 126.72107582761166]",37.523790326071506,126.72107582761166
"['126.7228718369778', '37.52427777239122', '126.7221520482373', '37.52460849335064']",19.09,4,"[37.52444313287093, 126.72251194260755]",37.52444313287093,126.72251194260755
"['126.7221520482373', '37.52460849335064', '126.71994264265194', '37.52380664982964']",29.89,4,"[37.52420757159014, 126.72104734544462]",37.52420757159014,126.72104734544462
"['126.72209148529171', '37.52304296295513', '126.72467836063068', '37.52382246239421']",61.21,4,"[37.52343271267467, 126.7233849229612]",37.52343271267467,126.7233849229612
"['126.71994429747319', '37.5237776505738', '126.72209148529171', '37.52304296295513']",246.13,4,"[37.52341030676446, 126.72101789138244]",37.52341030676446,126.72101789138244
"['126.71994429747319', '37.5237776505738', '126.72220735775012', '37.52380300156921']",11.84,4,"[37.523790326071506, 126.72107582761166]",37.523790326071506,126.72107582761166
"['126.7228718369778', '37.52427777239122', '126.7221520482373', '37.52460849335064']",19.06,4,"[37.52444313287093, 126.72251194260755]",37.52444313287093,126.72251194260755
"['126.7221520482373', '37.52460849335064', '126.71994264265194', '37.52380664982964']",29.84,4,"[37.52420757159014, 126.72104734544462]",37.52420757159014,126.72104734544462
"['126.72209148529171', '37.52304296295513', '126.72467836063068', '37.52382246239421']",61.21,4,"[37.52343271267467, 126.7233849229612]",37.52343271267467,126.7233849229612
"['126.71994429747319', '37.5237776505738', '126.72209148529171', '37.52304296295513']",245.7,4,"[37.52341030676446, 126.72101789138244]",37.52341030676446,126.72101789138244
"['126.72220735775012', '37.52380300156921', '126.72467836063068', '37.52382246239421']",5.5,3,"[37.52381273198171, 126.7234428591904]",37.52381273198171,126.7234428591904
"['126.71994429747319', '37.5237776505738', '126.72220735775012', '37.52380300156921']",11.84,4,"[37.523790326071506, 126.72107582761166]",37.523790326071506,126.72107582761166
"['126.7228718369778', '37.52427777239122', '126.7221520482373', '37.52460849335064']",17.19,4,"[37.52444313287093, 126.72251194260755]",37.52444313287093,126.72251194260755
"['126.7221520482373', '37.52460849335064', '126.71994264265194', '37.52380664982964']",26.92,4,"[37.52420757159014, 126.72104734544462]",37.52420757159014,126.72104734544462
"['126.72209148529171', '37.52304296295513', '126.72467836063068', '37.52382246239421']",61.21,4,"[37.52343271267467, 126.7233849229612]",37.52343271267467,126.7233849229612
"['126.71994429747319', '37.5237776505738', '126.72209148529171', '37.52304296295513']",221.67,4,"[37.52341030676446, 126.72101789138244]",37.52341030676446,126.72101789138244
"['126.74642963110426', '37.523936849756815', '126.74869154795377', '37.52392755637573']",13.28,4,"[37.52393220306627, 126.74756058952902]",37.52393220306627,126.74756058952902
"['126.74416663404884', '37.523939634613406', '126.74642963110426', '37.523936849756815']",29.11,4,"[37.52393824218511, 126.74529813257655]",37.52393824218511,126.74529813257655
"['126.74642963110426', '37.523936849756815', '126.74869154795377', '37.52392755637573']",13.28,4,"[37.52393220306627, 126.74756058952902]",37.52393220306627,126.74756058952902
"['126.74416663404884', '37.523939634613406', '126.74642963110426', '37.523936849756815']",29.11,4,"[37.52393824218511, 126.74529813257655]",37.52393824218511,126.74529813257655
"['126.74642963110426', '37.523936849756815', '126.74869154795377', '37.52392755637573']",13.28,4,"[37.52393220306627, 126.74756058952902]",37.52393220306627,126.74756058952902
"['126.74416663404884', '37.523939634613406', '126.74642963110426', '37.523936849756815']",29.11,4,"[37.52393824218511, 126.74529813257655]",37.52393824218511,126.74529813257655
"['126.74642963110426', '37.523936849756815', '126.74869154795377', '37.52392755637573']",13.28,4,"[37.52393220306627, 126.74756058952902]",37.52393220306627,126.74756058952902
"['126.74416663404884', '37.523939634613406', '126.74642963110426', '37.523936849756815']",29.11,4,"[37.52393824218511, 126.74529813257655]",37.52393824218511,126.74529813257655
"['126.71994264265194', '37.52380664982964', '126.71917615360728', '37.52380193039719']",16.06,4,"[37.52380429011342, 126.7195593981296]",37.52380429011342,126.7195593981296
"['126.71994264265194', '37.52380664982964', '126.71917615360728', '37.52380193039719']",16.06,4,"[37.52380429011342, 126.7195593981296]",37.52380429011342,126.7195593981296
"['126.71994264265194', '37.52380664982964', '126.71917615360728', '37.52380193039719']",16.06,4,"[37.52380429011342, 126.7195593981296]",37.52380429011342,126.7195593981296
"['126.71994264265194', '37.52380664982964', '126.71917615360728', '37.52380193039719']",16.06,4,"[37.52380429011342, 126.7195593981296]",37.52380429011342,126.7195593981296
